fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAÍS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCIÓN ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAÍS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
09-05-2022,IMPORTACION A CONSUMO,028-2022-10-00474946,06000747,61,1.79261E+12,GLAMFABRIK CIA.LTDA.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADORA,BIOBASE,NUEVA,316,3,NUMERO DE UNIDADES,0,201.11,20.67,2.22,223.99,BIOBASE BIOLIN CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,1,01777823-SANCHEZ PEÑA MARJORIE ISABEL,CAROLINE MAERSK,CEC2022MAEU0148,APS22030291,05909025-CONTECON GUAYAQUIL S.A.,0.32,AFORO-AFORO AUTOMATICO,AV10 DE AGOSTO Y DIGUJA N39155,20220329,20220426,20220509,20220509,BKBRT20220318EC1053,NINGUNA,MEZCLADORA,BIOBASE,2022,SM,67.04,20220509,20220509,EXW,PLUSCARGO-ECUADOR S. A.,-,0,CEC2022MAEU014800840001,20220509,,
10-05-2022,IMPORTACION A CONSUMO,028-2022-10-00484988,00000036,1,0992538902001,SERVINCREIBLE S.A.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ROTATING MIXER MX RD E,BIOBASE,NUEVA,64,6,NUMERO DE UNIDADES,0,546.48,60.71,6.07,552.55,"BIOBASE BIOTECH CO., LTD",HAMBURG SÜD ECUADOR S.A.,CHINA,1,01900027-CRISOPSA S.A,MAERSK SHAMS,CEC2022MAEU0162,GMQD22036588,05909025-CONTECON GUAYAQUIL S.A.,30,AFORO-AFORO AUTOMATICO,NUMA POMPILIO LLONA S/N - EDIFICIO THE POINT PISO 33 OFICINA 3301,20220405,20220503,20220510,20220511,BIOBASE20220322EC,MEZCLADOR GIRATORIO,MEZCLADOR GIRATORIO,BIOBASE,2022,MX RD E,91.08,20220510,20220510,CFR,INCA LINES DEL ECUADOR INCALINES S.A.,-,0,CEC2022MAEU016255070006,20220511,,
10-05-2022,IMPORTACION A CONSUMO,028-2022-10-00481165,00002210,2,1.89015E+12,LABORATORIO GENESIS LABGENESIS CIA. LTDA.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TRASNPORTADORA,CAPSULCN,NUEVA,245,1,NUMERO DE UNIDADES,0,20000,780.49,200.66,20981.15,"CAPSULCN INTERNATIONAL CO., LTD.",AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,1,01902567-LOPEZ MURRIAGUI OSWALDO EFRAIN,CMA CGM TUTICORIN,CEC2022CMAU0050,COSU6330047510A,05907400-INARPI S.A.,1012.82,AFORO-AFORO AUTOMATICO,HUACHI LORETO / AV. LOS SHYRIS 6-23 Y AV. QUIZ QUIZ,20220401,20220506,20220510,20220510,XX-20220310,CAPPING MACHINE,MAQUINA TRANPORTADOR,CAPSULCN,2022,MAQUINA,20000,20220510,20220510,FOB,INCA LINES DEL ECUADOR INCALINES S.A.,-,0,CEC2022CMAU005010480004,20220511,,
10-05-2022,IMPORTACION A CONSUMO,028-2022-10-00481165,00002210,3,1.89015E+12,LABORATORIO GENESIS LABGENESIS CIA. LTDA.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",ALIMENTADOR,CAPSULCN,NUEVA,245,4,NUMERO DE UNIDADES,0,9850,876.89,98.83,10825.72,"CAPSULCN INTERNATIONAL CO., LTD.",AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,1,01902567-LOPEZ MURRIAGUI OSWALDO EFRAIN,CMA CGM TUTICORIN,CEC2022CMAU0050,COSU6330047510A,05907400-INARPI S.A.,498.82,AFORO-AFORO AUTOMATICO,HUACHI LORETO / AV. LOS SHYRIS 6-23 Y AV. QUIZ QUIZ,20220401,20220506,20220510,20220510,XX-20220310,CAPSULE FEEDER,MAQUINA TRANPORTADOR,CAPSULCN,2022,MAQUINA,2462.5,20220510,20220510,FOB,INCA LINES DEL ECUADOR INCALINES S.A.,-,0,CEC2022CMAU005010480004,20220511,,
11-05-2022,IMPORTACION A CONSUMO,028-2022-10-00486010,00029558,1,1.79045E+12,QUIMICA COMERCIAL QUIMICIAL CIA. LTDA.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR,SIN MARCA,NUEVA,2,2,NUMERO DE UNIDADES,0,7600,0,77.57,7677.57,NINGBO HUARE MACHINERY MANUFACTURING CO. LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,VANTAGE,CEC2022HLCU0473,NBSM22030522,05907400-INARPI S.A.,1300,AFORO-AFORO AUTOMATICO,JUAN SEVERINO E8-38 Y AV. 6 DE DICIEMBRE,20220327,20220509,20220511,20220511,HR22042-TT0328,MIXER,PRODUCTO TERMINADO,SIN MARCA,0,HHSL-1000,3800,20220511,20220511,CFR,SIATILOGISTICS S.A.,-,0,CEC2022HLCU047370090001,20220519,1,8400
11-05-2022,IMPORTACION A CONSUMO,019-2022-10-00489214,00029906,1,0992926244001,AQUACARGILL DEL ECUADOR CIA.LTDA,UNITED STATES,DENMARK,BILLUND,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",EMBARQUE PARCIAL DE SISTEMA DE FABRICACION DE ACONDICIONAMIENTO DE MATERIA PRIMA PARA LA FABRICACIoN DE ALIMENTO BALANCEADO PARA CAMARON (SIN MONTAR) INCLUYE EQUIPOS,ANDRITZ,NUEVA,1,1,NUMERO DE UNIDADES,0,19740.71,105.82,0,19740.71,ANDRITZ FEED BIOFUEL A/S,KLM CIA REAL HOLANDESA DE AVIACION SA,DENMARK,0,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,PH-BQO,CEC2022KL033023,6475900,,174,AFORO-AFORO AUTOMATICO,VIA DURAN TAMBO SOLAR 1 Y NA,20220509,20220510,20220511,20220512,30224960,EMBARQUE PARCIAL DE SISTEMA DE FABRICACION DE ACONDICIONAMIENTO DE MAT,REPUESTO,ANDRITZ,0,SIN MODELO,19740.71,20220511,20220511,CIP,BREMAX S.A.,"0416-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO ""IVA"", APLICA TEXTO LEGAL # 5 ART. 55 LRTI (NO APLICA PARA LISTA DE BIENES DEL ANEXO 1 D. E. 1232 - R.O. 393-2S, 31-VII-2008) - Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresivid",0,CEC2022KL03302300020001,20220513,1,497.51
11-05-2022,IMPORTACION A CONSUMO,028-2022-10-00486734,00000480,1,1.79181E+12,TRECX S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MESCLADORAS,JINHUA,NUEVA,335,250,NUMERO DE UNIDADES,0,11400,3029.92,19.7,14449.62,JINHUA GAOJIU ELECTRIC EQUIPMENT CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,1,01904691-VASCONEZ VASCONEZ BLANCA MARIANA,A.P. MOLLER,CEC2022MAEU0169,KDMJ22030089,05909025-CONTECON GUAYAQUIL S.A.,1845,AFORO-AFORO AUTOMATICO,RUMIURCO OE4 365 Y PEDRO FREILE,20220406,20220510,20220511,20220511,ZY20211021S,"MANUALES 1600W,110V/60HZ",MESCLADORAS,JINHUA,2021,ZY-HM-140,45.6,20220511,20220511,FOB,PLUSCARGO-ECUADOR S. A.,-,0,CEC2022MAEU016900460001,20220511,,
11-05-2022,IMPORTACION A CONSUMO,028-2022-10-00486734,00000480,2,1.79181E+12,TRECX S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MESCLADORAS,JINHUA,NUEVA,335,80,NUMERO DE UNIDADES,0,4880,1297.01,8.42,6185.43,JINHUA GAOJIU ELECTRIC EQUIPMENT CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,1,01904691-VASCONEZ VASCONEZ BLANCA MARIANA,A.P. MOLLER,CEC2022MAEU0169,KDMJ22030089,05909025-CONTECON GUAYAQUIL S.A.,789.79,AFORO-AFORO AUTOMATICO,RUMIURCO OE4 365 Y PEDRO FREILE,20220406,20220510,20220511,20220511,ZY20211021S,"MANUALES 1800W,110V/60HZ",MESCLADORAS,JINHUA,2021,ZY-HM-160,61,20220511,20220511,FOB,PLUSCARGO-ECUADOR S. A.,-,0,CEC2022MAEU016900460001,20220511,,
11-05-2022,IMPORTACION A CONSUMO,028-2022-10-00486734,00000480,3,1.79181E+12,TRECX S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MESCLADORAS,JINHUA,NUEVA,335,150,NUMERO DE UNIDADES,0,10500,2790.7,18.12,13308.82,JINHUA GAOJIU ELECTRIC EQUIPMENT CO LTD,MAERSK DEL ECUADOR C.A.,CHINA,1,01904691-VASCONEZ VASCONEZ BLANCA MARIANA,A.P. MOLLER,CEC2022MAEU0169,KDMJ22030089,05909025-CONTECON GUAYAQUIL S.A.,1699.37,AFORO-AFORO AUTOMATICO,RUMIURCO OE4 365 Y PEDRO FREILE,20220406,20220510,20220511,20220511,ZY20211021S,"MANUALES 1800W,110V/60HZ",MESCLADORAS,JINHUA,2021,ZY-HM-140CE,70,20220511,20220511,FOB,PLUSCARGO-ECUADOR S. A.,-,0,CEC2022MAEU016900460001,20220511,,
11-05-2022,IMPORTACION A CONSUMO,055-2022-10-00486684,00029607,9,1.79245E+12,HANNA INSTRUMENTS ECUADOR S.A. HANNAINST,ROMANIA,MEXICO,MEXICO CITY,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MINI AGITADOR MAGNeTICO,HANNAPRO,NUEVA,10,2,NUMERO DE UNIDADES,0,158,0,1.58,159.58,HANNAPRO S A DE C V,AEROVIAS DE MEXICO SOCIEDAD ANONIMA DE CAPITAL VARIABLE,MEXICO,0,01902441-TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,XAAMU,CEC2022AM000051,HLI003101,,3.08,AFORO-AFORO AUTOMATICO,INGLATERRA N31-126 Y MARIANA DE JESUS,20220509,20220509,20220511,20220511,B 7000,MINI AGITADOR MAGNeTICO CON SOPORTE PARA SONDA NEGRO 115 V SAT 4110380,PRODUCTO TERMINADO,HANNAPRO,0,HI181-1,79,20220511,20220511,CPT,TOLEPU S.A.,-,0,CEC2022AM00005100010001,20220512,1,17.81
13-05-2022,IMPORTACION A CONSUMO,028-2022-10-00495589,00002609,1,0791741319001,MILROMER S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MOLINO DE BOLAS,NO APLICA,NUEVA,1,1,NUMERO DE UNIDADES,0,160880,35500,1963.8,162843.8,AIMIX(HENAN)GROUP CO LTD,HAPAG-LLOYD ECUADOR S.A.,CHINA,1,01904810-VERA SERRANO JORGE LUIS,VANTAGE,CEC2022HLCU0473,HLCUSHA2112PWUP8,05907400-INARPI S.A.,25500,AFORO-AFORO AUTOMATICO,ADDRESS JUNIN Y ROCAFUERTE ESQEDIFICIO LUXURY 4TO PISOMACHALAELOROECUADOR,20220328,20220509,20220513,20220516,AC21N19WFF02A,BALL MILL CON MOTOR 280KW,MOLINO DE BOLAS,NO APLICA,0,MQYG24030,160880,20220513,20220513,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022HLCU04739037,20220520,,
15-05-2022,IMPORTACION A CONSUMO,028-2022-10-00501339,01000563,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,1288,58,NUMERO DE UNIDADES,0,42359,7240,100,49699,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,1,01904810-VERA SERRANO JORGE LUIS,WAN HAI 722,CEC2022WHLU5514,EGLV143255268557,05907400-INARPI S.A.,10674,AFORO-AFORO AUTOMATICO,RUC0992717769001PARQUE EMPRESARIAL COLON EDIFICIOPACIFICA CENTER PISO 1 OF.108TELEFONO (04) 3908394-0981287964,20220413,20220513,20220515,,JH220211S03,RUEDAS DE PALETAS,AERADORES,S/MARCA,2022,YC-12P,730.33,20220515,20220515,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022WHLU55144066,20220516,,
15-05-2022,IMPORTACION A CONSUMO,028-2022-10-00501330,01000552,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,405,405,NUMERO DE UNIDADES,0,332910,41340,149.7,374399.69,QINGDAO ORIENTAL JOXIN TRADING LTD,GREENANDES ECUADOR S.A.,CHINA,6,01904810-VERA SERRANO JORGE LUIS,WAN HAI 722,CEC2022WHLU5514,EGLV147200281708,05907400-INARPI S.A.,91844.44,AFORO-AFORO DOCUMENTAL,RUC.0992717769001PARQUE EMPRESARIAL COLON EDIFICIOPACIFICA CENTER PISO 1 OF.108GUAYAQUIL. ECUADOR.,20220406,20220513,20220515,,DL220401,ELECTRICO,AERADORES,S/MARCA,0,S/MODELO,822,20220515,20220516,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022WHLU55144097,20220518,,
16-05-2022,IMPORTACION A CONSUMO,028-2022-10-00505674,00001587,1,0990018685001,CONAUTO C.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR,WALKER,NUEVA,4531,192,NUMERO DE UNIDADES,0,237379.2,32243.45,340.31,269962.97,ANNEX ASIA LIMITED,GREENANDES ECUADOR S.A.,CHINA,0,01904571-VALERO & VALERO SERVICIOS LOGISTICOS S.A.,WAN HAI 722,CEC2022WHLU5514,NSZEC220326411,05907400-INARPI S.A.,16232.24,AFORO-AFORO AUTOMATICO,AV JUAN TANCA MARENGO KM 1.8,20220403,20220513,20220516,20220518,836,REPUESTOS,INDUSTRIALES,WALKER,2022,39080 16HPW-16I,1236.35,20220516,20220516,FOB,H.A. CARGO S.A.,-,0,CEC2022WHLU551441326411,20220520,,
16-05-2022,IMPORTACION A CONSUMO,028-2022-10-00502715,01000547,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,5639,438,NUMERO DE UNIDADES,0,306162,0.01,143.05,306305.05,HUBEI PROVINCIAL JIAXIN MACHINERY,BROOM-ECUADOR S.A.,CHINA,6,01904810-VERA SERRANO JORGE LUIS,KOTA CEMPAKA,CEC2022PCIU0008,SZX200373400,05907400-INARPI S.A.,92774,AFORO-AFORO AUTOMATICO,"CENTRO EMPRESARIAL COLON,EMPRESARIAL 3.OFICINA 210",20220401,20220515,20220516,,FD22H910,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,699,20220516,20220516,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022PCIU00080112,20220518,1,51466
16-05-2022,IMPORTACION A CONSUMO,028-2022-10-00504088,00000578,1,0992430168001,MAXIRIEGO S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO CON COSECHADOR Y ALIMENTADOR,SMARCA,NUEVA,5592,508,NUMERO DE UNIDADES,0,194056,31600,639.31,226295.31,EUROPARD CO LIMITED,AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,0,01900017-CONSULCOMI S.A.,KOTA CEMPAKA,CEC2022PCIU0008,SHHR202203043,05907400-INARPI S.A.,44958,AFORO-AFORO FISICO INTRUSIVO,COLON 624 Y BOYACA,20220403,20220515,20220516,20220516,SU22EC10-0116A,AEREADOR ELECTRICO CON COSECHADOR Y ALIMENTADOR,AEREADOR ELECTRICO CON COSECHADOR Y ALIMENTADOR,SMARCA,2022,SMODELO,382,20220516,20220517,FOB,FARLETZA S.A.,-,0,CEC2022PCIU000810350001,20220519,,
16-05-2022,IMPORTACION A CONSUMO,019-2022-10-00505834,00000951,1,0992187905001,VIBAG C.A.,ARGENTINA,ARGENTINA,BUENOS AIRES,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR DE PLAQUETAS,PRESVAC SRL,NUEVA,1,1,NUMERO DE UNIDADES,0,1360,0,6.25,1366.25,PRESVAC SRL,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,ARGENTINA,0,01902756-MARQUEZ DE LA PLATA ENRIQUEZ JACQUELINE PATRICIA,N748AV,CEC2022AV300207,72946522195,,34.25,AFORO-AFORO AUTOMATICO,PRIMERO DE MAYO 513 Y AV DEL EJERCITO,20220516,20220516,20220516,20220517,00003-00001064,DE LABORATORIO,EQUIPOS,PRESVAC SRL,0,AP 48L,1360,20220516,20220516,CPT,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022AV3002070006,20220517,1,206.25
16-05-2022,IMPORTACION A CONSUMO,019-2022-10-00505834,00000951,4,0992187905001,VIBAG C.A.,ARGENTINA,ARGENTINA,BUENOS AIRES,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR DE EXTRACCION,PRESVAC SRL,NUEVA,1,1,NUMERO DE UNIDADES,0,1480,0,6.25,1486.25,PRESVAC SRL,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,ARGENTINA,0,01902756-MARQUEZ DE LA PLATA ENRIQUEZ JACQUELINE PATRICIA,N748AV,CEC2022AV300207,72946522195,,34.25,AFORO-AFORO AUTOMATICO,PRIMERO DE MAYO 513 Y AV DEL EJERCITO,20220516,20220516,20220516,20220517,00003-00001064,DE LABORATORIO,EQUIPOS,PRESVAC SRL,0,AE 500 A,1480,20220516,20220516,CPT,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022AV3002070006,20220517,1,206.25
17-05-2022,IMPORTACION A CONSUMO,028-2022-10-00508775,00000312,1,0992978996001,CAMATORVI S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PADDLEWHEEL AERATOR,S-M,NUEVA,4794,560,NUMERO DE UNIDADES,0,201600,43942.09,637.39,246179.48,"ZHEJIANG FORDY IMP. AND EXP. CO.,LTD.",COSCO SHIPPING LINES ECUADOR CIA. LTDA.,CHINA,5,01777831-LOGISTICA ADUANAL DEL ECUADOR C.A. ECUADUANA,CMA CGM MUMBAI,CEC2022CMAU0044,FCLJY22030023A1,05907400-INARPI S.A.,49481,AFORO-AFORO DOCUMENTAL,ECUADOR,20220323,20220429,20220517,20220518,ZJFD211101,PADDLEWHEEL AERATOR,PADDLEWHEEL AERATOR,S-M,0,440V 60HZ,360,20220517,20220519,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,-,0,CEC2022CMAU004410880001,20220521,,
17-05-2022,IMPORTACION A CONSUMO,028-2022-10-00510806,00001903,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,5440,178,NUMERO DE UNIDADES,0,203858.06,330.85,0,203858.06,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,4,01777779-JIMENEZ QUIROZ BORIS LENIN,KOTA CEMPAKA,CEC2022PCIU0008,EGLV143252026366,05907400-INARPI S.A.,12392.69,AFORO-AFORO AUTOMATICO,"RUC 0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR",20220411,20220515,20220517,20220517,JH220129CA34-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2022,DIVA ECO-D15,1145.27,20220517,20220517,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2022PCIU00084031,20220520,1,33713.2
18-05-2022,IMPORTACION A CONSUMO,028-2022-10-00516290,00000729,30,1.89172E+12,COMERCIAL MAYA COMPAÑIA LIMITADA,CHINA,BRAZIL,SANTOS,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZC. ELECT. HM 140 - NEMA (CON MANDRIL) 127 V,CORTAG,NUEVA,38,30,NUMERO DE UNIDADES,0,2718.3,667.09,27.18,3412.57,CORTAG INDUSTRIA E COMERCIO LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,01902378-JARRIN PLUAS CARLOS MANUEL,NORTHERN PRIORITY,CEC2022MAEU0191,CME010348,05907400-INARPI S.A.,172.2,AFORO-AFORO AUTOMATICO,TUNGURAHUA AMBATO HUACHI CHICO AV. ATAHUALPA SN Y PILLAHUAZO,20220426,20220516,20220518,20220519,EXECU 069-22 REV01,MEZC. ELECT. HM 140 - NEMA (CON MANDRIL) 127 V,MEZC. ELECT. HM 140 - NEMA (CON MANDRIL) 127 V,CORTAG,2022,61562,90.61,20220518,20220518,FOB,FARLETZA S.A.,-,0,CEC2022MAEU019190890003,20220524,,
19-05-2022,IMPORTACION A CONSUMO,028-2022-10-00523277,00001616,4,1.79016E+12,EDESA SA,CHILE,CHILE,SAN VICENTE,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR DE ESMALTE,,NUEVA,434,2,NUMERO DE UNIDADES,0,10000,575.77,9.31,10585.08,FANALOZA SA,HAPAG-LLOYD ECUADOR S.A.,CHILE,1,01900020-SERVICIOS DE COMERCIO EXTERIOR LANATA SERCOMEXLAN S.A.,CMA CGM OHIO,CEC2022CMAU0057,EM04-00260-2022-1,05777781-DPWORLD POSORJA S.A.,7.84,AFORO-AFORO AUTOMATICO,AV. MORAN VALVERDE OE3-191 Y AV. TENIENTE HUGO ORTIZ QUITO,20220506,20220519,20220519,,276,AGITADOR DE ESMALTE,AGITADOR DE ESMALTE,,2022,670292,5000,20220607,20220519,FOB,INTERNATIONAL LOGISTIC CORP ILC C.A.,-,0,CEC2022CMAU005795630036,20220521,,
31-05-2022,IMPORTACION A CONSUMO,055-2022-10-00575293,00001033,35,0992203307001,BIOMOL ECUADOR CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VORTEX,GILSON,NUEVA,8,1,NUMERO DE UNIDADES,0,225.81,16.76,2.43,245,ILLUMINA,ATLAS AIR INC,UNITED STATES,0,01777833-CORADUANAS-ECU CIA.LTDA.,N452PA,CEC20225Y022081,75261822073,,3.45,AFORO-AFORO AUTOMATICO,BODEGA FRIO EXPORT TABABELA AEROPUERTO INTL MARISCAL SUCRE QUITO EC,20220528,20220528,20220531,20220531,508144,Vortex Mixer with standard cup head 115V,VORTEX,GILSON,2022,36110740,225.81,20220531,20220531,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC20225Y0220810080,20220601,,
31-05-2022,IMPORTACION A CONSUMO,055-2022-10-00575293,00001033,36,0992203307001,BIOMOL ECUADOR CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",VORTEX,GILSON,NUEVA,8,1,NUMERO DE UNIDADES,0,151.99,11.28,1.63,164.9,ILLUMINA,ATLAS AIR INC,UNITED STATES,0,01777833-CORADUANAS-ECU CIA.LTDA.,N452PA,CEC20225Y022081,75261822073,,3.45,AFORO-AFORO AUTOMATICO,BODEGA FRIO EXPORT TABABELA AEROPUERTO INTL MARISCAL SUCRE QUITO EC,20220528,20220528,20220531,20220531,508144,Mini Vortex Mixer grey cup head 100 to 240V with US Plug,VORTEX,GILSON,2022,36110700,151.99,20220531,20220531,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC20225Y0220810080,20220601,,
