fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN,PAÍS DE ORIGEN,DESCRIPCIÓN ARANCELARIA,PAÍS DE EMBARQUE,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
2021-11-12,IMPORTACION A CONSUMO,028-2021-10-00998562,2841.0,82.0,992105623001.0,MEGAPRODUCTOS S.A.,COLOMBIA,COLOMBIA,BUENAVENTURA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MASILLA O ESTUCO KILO,BELLOTA,NUEVA,1116.0,240.0,NUMERO DE UNIDADES,0.0,79.2,3.76,0.08,83.04,BELLOTA COLOMBIA SA,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,COLOMBIA,0.0,01901098-COKA URQUIZA ANDRES ARTURO,SEASPAN BELLWETHER,CEC2021ONEU0108,BOG21001040,05907400-INARPI S.A.,20.26,AFORO-AFORO AUTOMATICO,"KM 7.5 VA A DAULE, FRENTE A CODEMET , GUAYAQUIL ,ECUADOR",20211031.0,20211107.0,20211112.0,18991230.0,CE 16663,HERRAMIENTAS MANUALES.,HERRAMIENTAS MANUALES,BELLOTA,2021.0,154121,0.33,20211207.0,20211113.0,FOB,ECU - WORLDWIDE - (ECUADOR) S.A.,-,0.0,CEC2021ONEU010870300001,20211114.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01003549,1272.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,4905.0,340.0,NUMERO DE UNIDADES,0.0,246500.0,65515.0,124.81,312139.81,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,5.0,01904810-VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2021WHLU5488,025B693464,05907400-INARPI S.A.,72400.0,AFORO-AFORO DOCUMENTAL,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20210923.0,20211113.0,20211115.0,18991230.0,FD21H922,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,725.0,20211115.0,20211116.0,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021WHLU54880316,20211116.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002801,1009196.0,1.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 16 PALETAS,SM,NUEVA,1395.0,45.0,NUMERO DE UNIDADES,0.0,32224.5,14792.6,211.58,47228.68,WENLING FOREIGN TRADING CO LTD,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,SEASPAN BEYOND,CEC2021ONEU0109,NBS2118458,05907400-INARPI S.A.,10433.31,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211001.0,20211117.0,20211115.0,20211116.0,925WA213316A,AERATOR 16 PADDLE,AIREADOR DE 16 PALETAS,SM,2021.0,SM,716.1,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021ONEU010910030001,20211119.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,1.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 16 PALETAS,SM,NUEVA,2704.0,45.0,NUMERO DE UNIDADES,0.0,32224.5,14818.67,232.87,47276.04,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,9570.58,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,AERATOR 16 PADDLE,AIREADOR DE 16 PALETAS,SM,2021.0,SM,716.1,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,2.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 8 PALETAS,SM,NUEVA,2704.0,14.0,NUMERO DE UNIDADES,0.0,6484.8,2982.08,46.86,9513.74,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,1925.97,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,AERATOR 8 PADDLE,AIREADOR DE 8 PALETAS,SM,2021.0,SM,463.2,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,3.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR SUMERGIBLE,SM,NUEVA,2704.0,8.0,NUMERO DE UNIDADES,0.0,1776.0,816.71,12.83,2605.54,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,527.47,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,SUBMERSIBLE AERATOR,AIREADOR SUMERGIBLE,SM,2021.0,SM,222.0,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,4.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 4 PALETAS,SM,NUEVA,2704.0,39.0,NUMERO DE UNIDADES,0.0,12663.3,5823.32,91.51,18578.13,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,3760.96,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,AERATOR 4 PADDLE SINGLE PHASE,AIREADOR DE 4 PALETAS,SM,2021.0,SM,324.7,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,5.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 4 PALETAS,SM,NUEVA,2704.0,20.0,NUMERO DE UNIDADES,0.0,6474.0,2977.12,46.78,9497.9,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,1922.76,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,AERATOR 4 PADDLE,AIREADOR DE 4 PALETAS,SM,2021.0,SM,323.7,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,6.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 16 PALETAS,SM,NUEVA,2704.0,1.0,NUMERO DE UNIDADES,0.0,686.1,315.51,4.96,1006.57,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,203.77,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,AERATOR 16 PADDLE 6 FLOAT TYPE,AIREADOR DE 16 PALETAS,SM,2021.0,SM,686.1,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-15,IMPORTACION A CONSUMO,028-2021-10-01002806,2009442.0,7.0,993069337001.0,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADOR DE 16 PALETAS,SM,NUEVA,2704.0,1.0,NUMERO DE UNIDADES,0.0,701.1,322.41,5.07,1028.58,WENLING FOREIGN TRADING CO LTD,REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR,CHINA,0.0,01905355-WCA WLADIMIR COKA ASOCIADOS S.A.,CAP ANDREAS,CEC2021WHLU5488,TMSE1602368,05907400-INARPI S.A.,208.23,AFORO-AFORO AUTOMATICO,EL ORO / MACHALA / VIA PASAJE KM 5 AV.25 DE JUNIO,20211015.0,20211113.0,20211115.0,20211115.0,925WA213317,AERATOR 16 PADDLE 7 FLOAT TYPE,AIREADOR DE 16 PALETAS,SM,2021.0,SM,701.1,20211115.0,20211115.0,FOB,STARCARGO CIA. LTDA,-,0.0,CEC2021WHLU548820810001,20211117.0,,,,,,
2021-11-16,IMPORTACION A CONSUMO,028-2021-10-01007615,1002671.0,1.0,1103930000000.0,QUITO CASTILLO PEDRO SANTIAGO,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AIREADORES,AERATOR,NUEVA,1995.0,130.0,NUMERO DE UNIDADES,0.0,20800.0,14574.19,208.0,35582.19,TAIZHOU DUMILE MECHANICAL&ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,0.0,01902792-MATUTE SILVIA GUILLERMINA,CAP ANDREAS,CEC2021WHLU5488,GOSZX21091623,05907400-INARPI S.A.,7351.76,AFORO-AFORO AUTOMATICO,SECTOR LA AGUADA ARENILLAS,20211015.0,20211113.0,20211116.0,20211117.0,20210905,AIREADORES,AIREADORES,AERATOR,2021.0,SIN MODELO,160.0,20211116.0,20211116.0,FOB,LOGISERLINE S. A.,-,0.0,CEC2021WHLU548800587906,20211119.0,,,,,,
2021-11-16,IMPORTACION A CONSUMO,028-2021-10-01009304,3856.0,1.0,992758791001.0,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1170.0,40.0,NUMERO DE UNIDADES,0.0,54264.0,16496.11,0.0,70760.11,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1.0,01777779-JIMENEZ QUIROZ BORIS LENIN,CAP ANDREAS,CEC2021WHLU5488,031B572905,05907400-INARPI S.A.,13592.0,AFORO-AFORO AUTOMATICO,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR",20210928.0,20211113.0,20211116.0,20211117.0,JH210730CA03-GB-1,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021.0,DIVA-JDLN16,1356.6,20211116.0,20211117.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021WHLU54880342,20211122.0,,,,,,
2021-11-16,IMPORTACION A CONSUMO,028-2021-10-01009307,3857.0,1.0,992758791001.0,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1170.0,40.0,NUMERO DE UNIDADES,0.0,54264.0,16496.11,0.0,70760.11,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1.0,01777779-JIMENEZ QUIROZ BORIS LENIN,CAP ANDREAS,CEC2021WHLU5488,YMLUC232091849,05907400-INARPI S.A.,13592.0,AFORO-AFORO AUTOMATICO,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR",20211015.0,20211113.0,20211116.0,20211122.0,JH210730CA03-GB-2,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021.0,DIVA-JDLN16,1356.6,20211116.0,20211117.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021WHLU54880210,20211124.0,,,,,,
2021-11-17,IMPORTACION A CONSUMO,028-2021-10-01011580,1531.0,141.0,705742021001.0,OCHOA ORTEGA RUTH VERONICA,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA DE MOLIENDA,SIN MARCA,NUEVA,6.0,1.0,NUMERO DE UNIDADES,0.0,514.5,40.16,5.14,559.8,LINQING PUKAI BEARING CO LTD,AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,0.0,01906500-CEVALLOS ALARCON PABLO GERMANIO,CAP ANDREAS,CEC2021WHLU5488,LQDGYE21081148GYE,05907400-INARPI S.A.,95.78,AFORO-AFORO AUTOMATICO,PORTOVELO EL ORO,20210919.0,20211113.0,20211117.0,20211118.0,MDBT8210804EC,GRINDING MACHINE,MAQUINA DE MOLIENDA,SIN MARCA,0.0,VOLTAGE 220,514.5,20211117.0,20211117.0,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,-,0.0,CEC2021WHLU548810150002,20211119.0,,,,,,
2021-11-18,IMPORTACION A CONSUMO,028-2021-10-01015803,3166.0,1.0,991257721001.0,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.,BRAZIL,BRAZIL,ITAPOA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA AIERADOR AQUAMIX,BERAQUA,NUEVA,1712.0,428.0,NUMERO DE UNIDADES,0.0,135912.69,8178.21,335.91,144426.81,BERNAUER AQUACULTURA LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0.0,01903872-ROBINSON BARBERAN JIMMY EDUARDO,GSL ELEFTHERIA,CEC2021MAEU0499,411IOA01614,05907400-INARPI S.A.,5339.8,AFORO-AFORO AUTOMATICO,KM 5.5 VIA A DAULE,20211024.0,20211114.0,20211118.0,20211118.0,1507-2021C,MAQUINA AIERADOR AQUAMIX,MAQUINA AIERADOR AQUAMIX,BERAQUA,2021.0,SIN MODELO,317.55,20211118.0,20211118.0,EXW,INTERNACIONAL DE TRANSPORTE LAURAMOORE POZO TRANEXTEINT SA,-,0.0,CEC2021MAEU049990520001,20211120.0,,,,,,
2021-11-23,IMPORTACION A CONSUMO,028-2021-10-01032301,237.0,5.0,991360131001.0,GUILLERDOLF S.A.,UNITED STATES,UNITED STATES,MIAMI,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR DE PINTURA,HARBOR,NUEVA,5.0,1.0,NUMERO DE UNIDADES,0.0,99.99,6.42,1.0,107.41,CALLIDON GROUP INC,CITIKOLD S.A.,UNITED STATES,1.0,01777822-MORAN BARCIA GONZALO AUGUSTO,HANSA HORNEBURG,CEC2021SMLU0149,HBOL160237,05909025-CONTECON GUAYAQUIL S.A.,3.26,AFORO-AFORO FISICO INTRUSIVO,6 DE MARZO 3505 Y GARCIA GOYENA - BOLIVIA,20211112.0,20211120.0,20211123.0,20211124.0,2528070,SINGLE ELECTRIC MORTAR MI,MEZCLADOR DE PINTURA,HARBOR,2021.0,69856,99.99,20211123.0,20211130.0,FOB,KRYSTAL LOGISTICS ECUADOR KRYSLOGIC C. LTDA.,-,0.0,CEC2021SMLU014900190009,20211130.0,,,,,,
2021-11-25,IMPORTACION A CONSUMO,028-2021-10-01040777,2370.0,1.0,993183504001.0,BIOBLOCKSA S.A.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MIXERS WITH FEED TUBE,SIN MARCA,NUEVA,9.0,6.0,NUMERO DE UNIDADES,0.0,21000.0,10000.0,300.0,31300.0,ZHONGYOU HEAVY INDUSTRY MACHINERY,HAPAG-LLOYD ECUADOR S.A.,CHINA,1.0,01904529-VALDIVIESO CAAMANO XAVIER ARMANDO,VANTAGE,CEC2021HLCU0380,HLCUTA12109FISG6,05907400-INARPI S.A.,10000.0,AFORO-AFORO AUTOMATICO,CDLA GUAYACANES MZ 18SL9GUAYAQUIL ECUADORCONTACTSMRFREDDY LAPENTTI ZEAMOBILE593 99 948 9239FRELAPENTTIYAHOOCOM,20211015.0,20211123.0,20211125.0,20211126.0,ZYZG2021101101,MIXERS WITH FEED TUBE,MIXERS WITH FEED TUBE,SIN MARCA,2021.0,SIN MODELO,3500.0,20211125.0,20211125.0,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021HLCU03809057,18991230.0,,,,,,
2021-11-25,IMPORTACION A CONSUMO,028-2021-10-01040668,1761.0,1.0,1390010000000.0,LA FABRIL S.A.,SPAIN,SPAIN,BARCELONA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Agitador,VAK KIMSA,NUEVA,2.0,8.0,NUMERO DE UNIDADES,0.0,18984.95,237.08,12.49,19234.52,"VAK KIMSA, SA",CMA-CGM ECUADOR S.A.,SPAIN,1.0,01900014-GAVIRIA & GAVIRIA AGENTES NACIONALES DE ADUANA S.A.,DIMITRIS C,CEC2021CMAU0145,12021100954,05907400-INARPI S.A.,420.0,AFORO-AFORO AUTOMATICO,MANABI / MONTECRISTI / MONTECRISTI / S/N,20211025.0,20211125.0,20211125.0,18991230.0,F9304,Agitador,Agitador,VAK KIMSA,0.0,LK1FW1L114C14AM,2373.12,20211207.0,20211125.0,EXW,SACO SHIPPING S.A.,-,0.0,CEC2021CMAU014500470301,20211129.0,,,,,,
2021-11-26,IMPORTACION A CONSUMO,028-2021-10-01042128,1001332.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,5093.0,354.0,NUMERO DE UNIDADES,0.0,247446.0,75356.01,129.12,322931.13,HUBEI PROVINCIAL JIAXIN MACHINERY,CMA-CGM ECUADOR S.A.,CHINA,6.0,01904810-VERA SERRANO JORGE LUIS,CMA CGM CHENNAI,CEC2021CMAU0143,SHZ4238446,05907400-INARPI S.A.,76688.0,AFORO-AFORO AUTOMATICO,"AGUIRRE 616 Y BOYACA,",20211016.0,20211125.0,20211126.0,18991230.0,FD21H923,RUEDAS DE PALETAS,AERADORES,S/MARCA,0.0,S/MODELO,699.0,20211126.0,20211126.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021CMAU01430072,20211126.0,,,,,,
2021-11-26,IMPORTACION A CONSUMO,028-2021-10-01045198,4008.0,1.0,992758791001.0,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1172.0,40.0,NUMERO DE UNIDADES,0.0,54264.0,16482.41,0.0,70746.41,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,1.0,01777779-JIMENEZ QUIROZ BORIS LENIN,CMA CGM CHENNAI,CEC2021CMAU0143,EGLV143152549251,05907400-INARPI S.A.,13066.15,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR",20211025.0,20211125.0,20211126.0,20211129.0,JH210730CA03-GB-3,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021.0,DIVA-JDLN16,1356.6,20211126.0,20211126.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021CMAU01434013,20211130.0,,,,,,
2021-11-26,IMPORTACION A CONSUMO,028-2021-10-01045250,4009.0,1.0,992758791001.0,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1252.0,32.0,NUMERO DE UNIDADES,0.0,43411.19,12199.39,0.0,55610.58,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,1.0,01777779-JIMENEZ QUIROZ BORIS LENIN,CMA CGM CHENNAI,CEC2021CMAU0143,EGLV143152549242,05907400-INARPI S.A.,866.15,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR",20211025.0,20211125.0,20211126.0,20211129.0,JH210730CA03-GB-4,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021.0,DIVA-JDLN16,1356.6,20211126.0,20211126.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021CMAU01434012,20211201.0,,,,,,
2021-11-26,IMPORTACION A CONSUMO,028-2021-10-01045250,4009.0,12.0,992758791001.0,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1252.0,1.0,NUMERO DE UNIDADES,0.0,500.0,140.51,0.0,640.51,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,1.0,01777779-JIMENEZ QUIROZ BORIS LENIN,CMA CGM CHENNAI,CEC2021CMAU0143,EGLV143152549242,05907400-INARPI S.A.,27.07,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR",20211025.0,20211125.0,20211126.0,20211129.0,JH210730CA03-GB-4,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021.0,YC-12P,500.0,20211126.0,20211126.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0.0,CEC2021CMAU01434012,20211201.0,,,,,,
